Label,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_C7,rel_flux_C8,rel_flux_C9,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_err_C9,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,rel_flux_SNR_C7,rel_flux_SNR_C8,rel_flux_SNR_C9,tot_C_cnts,tot_C_err,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Peak_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Peak_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,Angle_C2,Roundness_C2,Variance_C2,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Peak_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,Angle_C3,Roundness_C3,Variance_C3,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Peak_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,Angle_C4,Roundness_C4,Variance_C4,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Peak_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,Angle_C5,Roundness_C5,Variance_C5,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Peak_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,Angle_C6,Roundness_C6,Variance_C6,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Peak_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,Angle_C7,Roundness_C7,Variance_C7,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Peak_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,Angle_C8,Roundness_C8,Variance_C8,X(FITS)_C9,Y(FITS)_C9,RA_C9,DEC_C9,Source-Sky_C9,Source_Error_C9,Peak_C9,Sky/Pixel_C9,FWHM_C9,Width_C9,Angle_C9,Roundness_C9,Variance_C9,BJD_TDB_B,rel_flux_T1_dfn,rel_flux_err_T1_dfn,rel_flux_T1_dfn_model,rel_flux_T1_dfn_residual,rel_flux_err_T1_dfn_residual
WASP-12b_00050_bdf.fits,0,56319.528289,2456319.528289,2456319.527710,2456319.533164,2456319.533928,1.290423,50.738116,-19.960000,100,6.509110,29.672297,19.001485,18,32,48,0.155442,0.190646,0.156580,0.212362,0.121696,0.133329,0.127350,0.100240,0.110033,0.000215,0.000262,0.000240,0.000278,0.000218,0.000226,0.000222,0.000205,0.000211,724.357055,727.616538,652.957347,765.136593,558.115381,588.832241,574.381293,488.397624,521.152304,7565231.192909,4053.053030,2400.298306,2083.716320,6.509097,29.672309,1175957.265744,1017.876020,1496.218162,5521.928711,1160.618699,3440,19.805597,17.421163,46.887949,0.997743,1050948.404094,1876.270593,2198.386498,6.513393,29.660026,1211344.584118,1502.181943,5393.889160,1160.102607,19.885636,17.498962,45.615679,0.997884,1101656.878590,2744.745867,1403.248122,6.506273,29.745044,1024196.873809,1452.347800,5192.597656,1159.932997,18.829490,16.965493,38.230978,0.998061,889333.398405,3795.850768,2015.667632,6.497659,29.679268,1325155.990584,1537.983367,7033.299316,1165.471981,17.304359,16.125125,63.287802,0.995075,1806431.558782,1814.843113,2306.258975,6.513896,29.648495,820774.578981,1395.809754,4047.104492,1158.822246,19.879611,17.430985,43.850550,0.997864,512417.281384,2040.717898,646.959045,6.512073,29.825907,890003.227420,1424.284406,5081.167480,1170.947779,17.463971,16.434249,23.668875,0.996446,770023.096322,2833.193502,3219.640167,6.505573,29.550910,854596.585249,1406.911962,4345.039062,1162.507432,18.730276,16.739814,39.750962,0.995062,647395.708788,2431.397885,1753.694350,6.508842,29.707583,689250.124700,1358.343735,3813.631348,1159.282288,19.451594,17.296111,45.286766,0.997933,375983.357942,1513.704148,3012.889302,6.516366,29.573004,749909.228048,1376.448835,3757.335938,1161.196180,19.662829,17.389298,333.399048,0.999781,415141.492668,2456319.533928,1.002322,0.001384,0.985000,0.002322,0.001384
WASP-12b_00051_bdf.fits,0,56319.529668,2456319.529668,2456319.529090,2456319.534543,2456319.535307,1.283339,51.128259,-19.970000,100,6.509110,29.672297,19.534555,18,32,48,0.154963,0.190923,0.156740,0.213445,0.121755,0.133405,0.126406,0.099953,0.109816,0.000215,0.000264,0.000241,0.000279,0.000219,0.000228,0.000222,0.000205,0.000212,722.323277,724.115458,651.241061,764.559569,556.491087,585.950352,570.376875,486.700165,517.777380,7511234.335733,4039.084440,2399.831992,2088.493268,6.509098,29.672292,1163963.184950,1017.876020,1484.890434,5312.436035,1151.534184,3368,20.329532,18.161424,89.854392,0.996601,886144.969746,1875.991106,2203.177229,6.513393,29.660006,1204162.846909,1500.940394,5355.480957,1150.591242,20.509326,18.134941,272.707231,0.995942,950207.093854,2744.446200,1408.020519,6.506273,29.745026,1017785.585332,1446.751909,5045.789062,1150.023158,19.311932,17.696971,273.756794,0.997437,750952.556451,3795.602804,2020.309442,6.497660,29.679276,1321226.627447,1533.004353,7109.982422,1156.845684,17.611648,16.841746,86.293603,0.989194,1572189.955297,1814.481357,2311.045309,6.513897,29.648475,815266.693441,1390.350220,4069.097656,1149.780255,20.312133,18.124488,270.913282,0.996375,438723.961612,2040.333420,651.799329,6.512074,29.825875,884095.588665,1422.038453,4993.402344,1162.324325,18.097218,17.137278,276.713812,0.999318,651784.813343,2832.927312,3224.374918,6.505573,29.550897,842912.771274,1398.034062,4327.461914,1154.235057,19.133496,17.375062,75.370332,0.996388,546859.577366,2431.024675,1758.469806,6.508843,29.707566,682549.712222,1349.794994,3697.357422,1150.867164,20.138619,18.017963,89.806661,0.996635,315255.193362,1513.445446,3017.516825,6.516366,29.572995,743234.510443,1373.489988,3642.991699,1152.598944,20.367093,17.958531,291.047980,0.993938,358410.832331,2456319.535307,0.999240,0.001383,0.985000,-0.000760,0.001383
WASP-12b_00052_bdf.fits,0,56319.531048,2456319.531048,2456319.530469,2456319.535922,2456319.536686,1.276390,51.518457,-19.970000,100,6.509110,29.672297,19.167012,18,32,48,0.155401,0.190598,0.156386,0.212801,0.121707,0.133166,0.127732,0.099794,0.110116,0.000211,0.000259,0.000237,0.000274,0.000215,0.000223,0.000219,0.000201,0.000208,735.407192,736.975478,660.355240,777.429649,565.822978,597.457047,584.066898,495.289736,530.059407,7673668.484283,4051.834163,2402.508129,2082.389743,6.509098,29.672290,1192495.720115,1017.876020,1494.301528,5974.996094,1146.276903,3473,20.073457,17.428690,69.645271,0.998152,1144879.227408,1878.474632,2197.170046,6.513394,29.659996,1228445.909618,1504.767982,6277.111816,1147.798759,19.881008,17.455029,75.439475,0.998094,1218569.011052,2747.007774,1401.913585,6.506274,29.745021,1037764.277723,1456.029987,6058.203613,1147.684773,18.861290,16.930073,79.248552,0.998874,978160.263046,3798.298910,2014.120693,6.497660,29.679273,1346440.152746,1537.232509,8613.406250,1152.334971,17.168565,15.950016,78.171256,0.993689,2026388.490969,1817.055960,2304.972580,6.513898,29.648472,832604.848464,1396.785333,4445.699219,1145.950206,20.198201,17.490173,74.102827,0.998308,549824.468149,2043.003393,645.641409,6.512074,29.825869,901784.082793,1422.301312,5456.494629,1158.693280,17.983421,16.360843,41.520948,0.999334,827113.091258,2835.613687,3218.130084,6.505573,29.550906,869154.012413,1406.731009,4965.309082,1148.877996,18.638932,16.630949,54.031616,0.997194,706789.159647,2433.573579,1752.355520,6.508843,29.707564,696301.063719,1353.196308,4188.203613,1146.589889,19.577568,17.288512,70.031589,0.998414,410024.107255,1516.250315,3011.379527,6.516366,29.572998,761174.136807,1373.296627,3956.775391,1147.073328,20.120662,17.399514,293.057399,0.998418,436448.529203,2456319.536686,1.002074,0.001363,0.985000,0.002074,0.001363
WASP-12b_00053_bdf.fits,0,56319.532427,2456319.532427,2456319.531848,2456319.537301,2456319.538065,1.269574,51.908666,-19.950000,100,6.509110,29.672297,18.945428,18,32,48,0.155174,0.190573,0.156422,0.212879,0.121401,0.132987,0.127325,0.099978,0.110718,0.000212,0.000260,0.000238,0.000276,0.000216,0.000225,0.000220,0.000203,0.000209,731.062241,732.672976,657.085182,771.580148,561.519660,591.828605,579.569756,491.653129,528.506499,7586727.519794,4033.060213,2401.309164,2079.002796,6.509099,29.672293,1177260.685430,1017.876020,1483.760934,5698.926758,1139.726803,3501,19.685940,17.570642,52.067719,0.995862,1023933.768430,1877.474915,2193.732513,6.513394,29.660002,1214395.931152,1495.927855,5505.016602,1140.080333,20.039911,17.686103,50.458980,0.995403,1069800.125864,2745.873856,1398.399558,6.506274,29.745040,1026209.243324,1446.480049,5512.420898,1138.991648,18.647470,17.102752,50.751947,0.997087,874801.112677,3797.025527,2010.790169,6.497659,29.679276,1331590.379724,1532.202870,7435.916016,1145.038202,17.078258,16.299222,61.585039,0.993100,1794531.078900,1816.156025,2301.503785,6.513896,29.648482,821324.684844,1388.571723,4127.894531,1138.979906,19.936875,17.647267,53.580842,0.995413,493172.748868,2041.874311,642.262067,6.512074,29.825876,890509.663632,1418.437151,5208.652832,1151.277724,17.303207,16.547894,33.710037,0.995942,766786.896750,2834.301269,3214.833865,6.505574,29.550903,856877.235564,1397.805871,4532.058105,1141.748152,18.654480,16.891379,45.168008,0.992061,632559.187141,2432.391389,1749.005135,6.508844,29.707563,689562.547819,1350.092990,3901.678955,1136.999448,19.372356,17.425874,51.564662,0.995361,364884.684731,1515.021987,3007.974594,6.516366,29.573005,756257.833737,1367.887662,3825.438477,1138.910932,19.790358,17.477229,63.631782,0.999646,408528.876469,2456319.538065,1.000617,0.001369,0.985000,0.000617,0.001369
WASP-12b_00054_bdf.fits,0,56319.533806,2456319.533806,2456319.533227,2456319.538680,2456319.539444,1.262888,52.298938,-19.920000,100,6.509110,29.672297,18.929797,18,32,48,0.155582,0.190819,0.156235,0.212822,0.121678,0.133113,0.127306,0.099886,0.110444,0.000213,0.000260,0.000238,0.000276,0.000216,0.000224,0.000220,0.000203,0.000210,732.005033,733.609429,657.256114,772.445296,563.165259,593.422837,579.583355,491.194468,526.714583,7607883.261122,4041.758764,2399.127985,2082.093805,6.509097,29.672302,1183647.000433,1017.876020,1489.713841,5883.232910,1143.499168,3370,19.859070,17.695337,40.658817,0.993678,1045841.824814,1875.006606,2196.896797,6.513394,29.660006,1219099.372285,1499.526662,6059.684570,1143.555996,19.655652,17.693377,42.413189,0.993466,1111887.146938,2743.533914,1401.625870,6.506274,29.745027,1028009.468519,1448.747388,5433.446289,1142.395592,18.687158,17.253848,39.244082,0.993313,876620.161749,3794.677548,2013.997122,6.497660,29.679272,1335005.604592,1534.168759,7899.154785,1147.984183,16.794363,16.308520,51.981810,0.989708,1830421.802013,1813.541526,2304.778152,6.513897,29.648474,825292.483648,1390.802650,4361.289551,1142.567360,19.746832,17.677305,44.911652,0.994284,512779.664932,2039.615176,645.313154,6.512073,29.825870,893737.522060,1419.328662,5346.425781,1155.769888,17.438449,16.619314,30.056167,0.990825,774313.946566,2832.027286,3218.160713,6.505574,29.550892,859154.131181,1401.603597,4725.984375,1146.118368,18.801485,17.000453,37.670066,0.986510,633272.072022,2430.148969,1752.136633,6.508843,29.707565,690910.107130,1354.182535,3914.998047,1142.076190,19.403438,17.598076,41.978764,0.992533,369337.907990,1512.373487,3011.372702,6.516368,29.572988,756674.571707,1373.885760,3795.568848,1143.651284,19.981728,17.622028,28.026000,0.998663,406690.218330,2456319.539444,1.003257,0.001371,0.985000,0.003257,0.001371
WASP-12b_00055_bdf.fits,0,56319.535185,2456319.535185,2456319.534606,2456319.540059,2456319.540823,1.256329,52.689226,-19.930000,100,6.509110,29.672297,20.391425,18,32,48,0.155239,0.190109,0.156654,0.213145,0.121486,0.133408,0.127428,0.100064,0.110010,0.000215,0.000263,0.000240,0.000279,0.000218,0.000228,0.000222,0.000206,0.000212,722.184004,723.133217,651.836685,765.239940,556.615414,586.301787,573.877815,486.290641,519.660963,7483723.760107,4020.291351,2400.787505,2080.219844,6.509099,29.672311,1161762.093832,1017.876020,1482.680559,4437.071777,1135.108306,3408,21.205968,18.462015,287.815043,0.999918,743497.431665,1876.856248,2194.974034,6.513394,29.660019,1195458.317551,1493.110784,4494.323242,1135.707680,21.107575,18.484792,80.850283,0.999963,779104.687333,2745.498440,1399.727747,6.506274,29.745047,1013572.065444,1439.469781,4247.176270,1134.253883,20.307619,18.081440,279.235901,0.999902,630804.552247,3796.824742,2011.920280,6.497659,29.679287,1314864.000945,1524.341009,5572.402344,1138.717153,18.675435,17.346433,82.347411,0.998436,1279545.660754,1815.418020,2302.808942,6.513897,29.648492,810679.918210,1382.350488,3416.605225,1132.920161,21.436410,18.536194,78.083790,0.999952,355613.751020,2041.377283,643.567083,6.512074,29.825907,880873.992202,1416.089051,4206.782715,1146.971302,18.954320,17.534252,5.109286,0.999395,554760.386431,2833.834278,3216.216921,6.505574,29.550907,845850.739444,1393.384872,3678.659912,1136.927042,20.021996,17.870813,45.141010,0.999669,456019.782377,2431.906918,1750.165948,6.508844,29.707589,680736.574002,1347.569057,3113.822266,1132.738122,20.895521,18.332378,280.267506,0.999773,264399.152310,1514.521285,3009.320253,6.516365,29.573010,741688.152309,1365.287198,3247.974854,1135.852540,20.917980,18.410106,315.267953,0.998158,301425.113381,2456319.540823,1.001053,0.001386,0.985000,0.001053,0.001386
WASP-12b_00056_bdf.fits,0,56319.536564,2456319.536564,2456319.535985,2456319.541438,2456319.542202,1.249894,53.079519,-19.960000,100,6.509110,29.672297,20.166908,18,32,48,0.155050,0.190557,0.156399,0.212980,0.121422,0.133122,0.127589,0.100021,0.110218,0.000215,0.000264,0.000242,0.000280,0.000219,0.000229,0.000223,0.000207,0.000213,719.555963,721.633407,647.231505,761.760114,553.519602,580.078507,572.203996,484.152725,517.697486,7463989.420599,4030.107133,2402.827320,2080.893870,6.509098,29.672313,1157290.680249,1017.876020,1481.991289,4641.767090,1144.911265,3387,20.974246,18.444880,310.319524,0.996025,766965.378542,1878.746302,2195.737479,6.513395,29.660014,1194666.423388,1493.976206,4689.479492,1144.989820,21.100505,18.488725,306.440593,0.995351,808117.444300,2747.413591,1400.417983,6.506274,29.745046,1009478.977206,1444.429155,4479.203613,1144.032953,20.000926,18.053555,311.889740,0.994633,651670.222687,3798.624333,2012.780395,6.497660,29.679277,1310558.732272,1526.039503,6103.085449,1147.934077,18.215098,17.224509,298.412133,0.993160,1360931.316422,1817.287738,2303.572473,6.513898,29.648488,808161.252816,1385.849659,3604.010010,1142.282684,21.201535,18.520735,306.399393,0.994913,370291.933884,2043.507262,644.259620,6.512073,29.825902,876885.927663,1425.954621,4229.777344,1154.888309,18.902986,17.528792,318.870029,0.993899,563056.015329,2835.893747,3216.923112,6.505573,29.550907,844568.530274,1394.929311,3917.551514,1146.621243,19.897970,17.829889,309.784222,0.997978,473706.194082,2433.893687,1750.878286,6.508844,29.707586,678675.657423,1349.338968,3283.968506,1141.764800,20.621297,18.379946,310.349790,0.994705,271034.362951,1516.301655,3010.166411,6.516367,29.572999,740993.919557,1368.998596,3334.553955,1144.248555,20.587611,18.331660,313.466651,0.988672,316544.122085,2456319.542202,0.999845,0.001390,0.985000,-0.000155,0.001390
WASP-12b_00057_bdf.fits,0,56319.537943,2456319.537943,2456319.537365,2456319.542817,2456319.543582,1.243583,53.469810,-19.980000,100,6.509110,29.672297,19.610199,18,32,48,0.154884,0.191129,0.156451,0.212589,0.121673,0.132645,0.127246,0.100306,0.110256,0.000213,0.000261,0.000239,0.000276,0.000217,0.000225,0.000220,0.000204,0.000210,727.324437,732.065170,655.925840,770.918707,561.345615,589.119215,577.698342,492.297192,525.792020,7560569.347965,4026.624835,2400.266569,2081.767338,6.509098,29.672301,1171014.937750,1017.876020,1484.333542,5308.573730,1137.583345,3508,20.478070,18.071152,312.356026,0.993597,897570.064643,1876.215269,2196.429128,6.513394,29.660021,1213173.357860,1495.214167,5497.495117,1137.820085,20.456652,18.104005,311.463709,0.993583,960587.592438,2744.819622,1401.234420,6.506274,29.745036,1022835.352986,1444.246685,5154.515625,1135.431648,19.577731,17.616658,313.521356,0.992773,768535.706574,3796.112216,2013.482059,6.497660,29.679280,1325507.194614,1526.031255,6710.971191,1140.356475,17.661488,16.821277,300.175082,0.992564,1575465.427194,1814.688666,2304.347796,6.513898,29.648485,820130.814020,1386.715956,4177.535156,1135.242516,20.396679,18.061387,310.162246,0.993069,444396.206412,2040.809498,645.071975,6.512074,29.825883,885423.132003,1417.379335,4793.513184,1148.346317,18.132609,17.035131,326.730076,0.992703,661926.999631,2833.305253,3217.619630,6.505573,29.550909,853452.022726,1396.991006,4392.769043,1139.930788,19.277999,17.435293,317.018819,0.996619,552000.540873,2431.339780,1751.720269,6.508844,29.707576,689233.526261,1347.305884,3621.845459,1134.420378,20.352055,18.001502,312.341911,0.994242,318954.577489,1513.767461,3010.867934,6.516366,29.573001,750813.947493,1365.525516,3705.532471,1137.452180,20.158503,17.921675,313.942417,0.983833,371154.646257,2456319.543582,0.998787,0.001373,0.985000,-0.001213,0.001373
WASP-12b_00058_bdf.fits,0,56319.539322,2456319.539322,2456319.538744,2456319.544196,2456319.544961,1.237392,53.860079,-20.010000,100,6.509110,29.672297,20.570065,18,32,48,0.154865,0.190285,0.156655,0.213410,0.121322,0.133210,0.127593,0.099775,0.110120,0.000215,0.000263,0.000241,0.000279,0.000219,0.000228,0.000223,0.000206,0.000213,719.307547,722.389855,650.062482,764.037124,553.469523,583.330457,571.090545,485.091670,517.641503,7472613.788811,4027.032762,2401.632984,2079.357160,6.509098,29.672314,1157249.596716,1017.876020,1483.045484,4544.349609,1140.275052,3329,21.452569,18.585259,306.172279,0.994857,734438.254902,1877.508431,2194.114309,6.513395,29.660026,1194607.525100,1492.707071,4670.024414,1141.200098,21.472731,18.580621,305.840489,0.994242,780620.211790,2746.270816,1398.857372,6.506274,29.745051,1012074.318114,1441.142344,4393.320312,1140.210439,20.525929,18.142724,309.171749,0.993863,625713.836188,3797.614967,2011.114806,6.497660,29.679283,1314253.180284,1525.207345,5865.572754,1145.426652,18.796428,17.360167,296.645599,0.993166,1299038.876406,1816.092131,2301.989605,6.513898,29.648494,808502.670386,1386.910724,3561.267578,1139.040117,21.559815,18.567693,306.777870,0.995089,356250.455786,2042.314122,642.772565,6.512073,29.825908,878412.741854,1419.720406,4237.076172,1151.778947,19.123431,17.616808,318.651946,0.993803,542160.471287,2834.662563,3215.330689,6.505573,29.550911,845565.048878,1400.042250,3761.747803,1144.261471,19.952220,17.875964,310.796464,0.997804,469654.434687,2432.745342,1749.344552,6.508843,29.707588,677939.754283,1345.258247,3249.584717,1137.843048,21.146407,18.458568,305.957076,0.994780,258924.538653,1515.033771,3008.574628,6.516367,29.573003,741258.549912,1369.928585,3322.363770,1141.593271,21.101053,18.417591,310.443037,0.988224,305334.394995,2456319.544961,0.998672,0.001388,0.985000,-0.001328,0.001388
WASP-12b_00059_bdf.fits,0,56319.540702,2456319.540702,2456319.540123,2456319.545575,2456319.546340,1.231320,54.250308,-20.040000,100,6.509110,29.672297,21.675410,18,32,48,0.154705,0.190402,0.156525,0.214332,0.121377,0.133478,0.126944,0.099659,0.109803,0.000220,0.000269,0.000247,0.000287,0.000224,0.000234,0.000228,0.000211,0.000217,703.398401,706.958866,634.429560,747.951567,541.360061,570.656583,556.338077,473.156542,505.922381,7316374.494552,4033.908456,2401.065210,2080.489457,6.509098,29.672322,1131882.826154,1017.876020,1483.221478,3944.104004,1164.032494,3512,22.522660,19.274923,302.332035,0.992408,556176.255891,1877.040270,2195.225822,6.513394,29.660034,1170235.273732,1493.655564,4009.439941,1165.430537,22.736004,19.280813,303.228577,0.993211,589471.781636,2745.635536,1399.939190,6.506274,29.745066,990202.826419,1445.170542,3701.318115,1161.470921,21.723671,18.869350,305.038799,0.992012,475597.283972,3797.047128,2012.320353,6.497660,29.679288,1291354.245590,1529.995536,5114.063965,1168.794207,19.745294,18.148111,295.185167,0.990223,1008095.546349,1815.518381,2303.234560,6.513898,29.648488,791917.977530,1388.723962,3100.465332,1162.408268,22.491094,19.283372,302.048696,0.992268,273248.583361,2041.693688,643.901280,6.512073,29.825927,861572.342326,1423.251532,3600.266602,1175.984246,20.141472,18.400838,314.230843,0.993743,414721.529983,2834.142804,3216.563192,6.505573,29.550912,824148.504929,1401.396013,3437.730713,1168.190106,21.186963,18.613190,302.812623,0.995812,355228.630580,2432.184656,1750.463675,6.508843,29.707598,663064.472327,1349.178365,2854.494629,1160.687826,22.304017,19.172305,303.526508,0.992564,197849.378061,1514.479135,3009.742473,6.516366,29.573002,723878.851699,1368.800219,2962.312256,1166.801629,22.227519,19.161323,307.968289,0.985990,235099.609669,2456319.546340,0.997649,0.001418,0.985000,-0.002351,0.001418
WASP-12b_00060_bdf.fits,0,56319.542081,2456319.542081,2456319.541502,2456319.546955,2456319.547719,1.225364,54.640522,-20.040000,100,6.509110,29.672297,20.238328,18,32,48,0.154924,0.190413,0.156449,0.213282,0.121766,0.133252,0.126990,0.099976,0.110210,0.000217,0.000265,0.000243,0.000281,0.000221,0.000230,0.000225,0.000208,0.000214,712.750733,717.486117,643.845044,758.696415,550.709638,580.186442,564.327878,480.620073,514.562538,7486646.042316,4065.546874,2399.140735,2078.305547,6.509097,29.672309,1159864.125756,1017.876020,1500.471070,4667.941895,1175.512958,3478,21.026496,18.556809,309.883379,0.994377,731459.674569,1875.041613,2193.026416,6.513394,29.660023,1197531.791650,1506.239083,4832.101074,1179.184713,21.199663,18.569057,309.299610,0.994113,777165.017173,2743.620509,1397.767968,6.506274,29.745046,1012825.623704,1456.703500,4543.758789,1174.014385,20.255760,18.153917,313.044332,0.993415,627116.903083,3794.910066,2010.105776,6.497660,29.679281,1316070.163680,1537.755899,5810.782715,1178.438714,18.464837,17.437724,300.688323,0.992673,1277822.075132,1813.564396,2300.914735,6.513897,29.648491,812663.357225,1400.572944,3625.491699,1176.528661,21.104450,18.551722,310.011835,0.994148,360279.979085,2039.577524,641.560154,6.512074,29.825903,880306.273850,1430.024757,4122.111816,1190.104758,18.788417,17.622708,323.621972,0.992635,547352.286963,2832.142834,3214.300164,6.505573,29.550911,843597.761803,1414.338225,3842.104736,1183.236704,19.710453,17.914291,313.901021,0.996977,455467.880117,2430.220503,1748.219883,6.508843,29.707588,680456.623124,1363.018711,3272.410889,1173.279155,20.800306,18.435139,310.941120,0.994793,261629.329358,1512.522724,3007.613227,6.516366,29.572994,743194.447281,1381.480699,3317.809570,1182.551770,20.794566,18.453323,313.455678,0.985648,308511.325277,2456319.547719,0.999069,0.001402,0.985000,-0.000931,0.001402
WASP-12b_00061_bdf.fits,0,56319.543460,2456319.543460,2456319.542881,2456319.548334,2456319.549098,1.219521,55.030683,-20.030000,100,6.509110,29.672297,20.305565,18,32,48,0.154898,0.190793,0.156476,0.213012,0.121868,0.133126,0.126929,0.100127,0.110007,0.000218,0.000268,0.000244,0.000282,0.000222,0.000232,0.000226,0.000209,0.000215,710.498996,712.618878,640.335679,754.302238,548.339991,574.863915,561.284423,479.757749,510.682291,7495907.713655,4094.575577,2400.174584,2080.615235,6.509098,29.672311,1161104.463368,1017.876020,1506.113266,4605.914062,1202.476468,3497,21.183105,18.499544,342.850944,0.997000,739404.425972,1876.170158,2195.371984,6.513393,29.660024,1201021.800064,1521.314605,4655.645996,1208.833671,21.219187,18.526033,341.523210,0.997392,782620.722364,2744.754691,1400.012675,6.506273,29.745054,1014226.443386,1466.593997,4463.796387,1201.392954,20.082778,18.039423,341.925515,0.995314,637187.120917,3795.928027,2012.283579,6.497659,29.679278,1316325.159128,1546.999119,5816.032227,1207.205506,18.383459,17.295274,331.541364,0.998553,1312776.595561,1814.662254,2303.256589,6.513897,29.648492,814275.242266,1409.136545,3574.531250,1205.444044,21.269616,18.518547,341.906743,0.997040,361063.657051,2040.725517,643.754451,6.512073,29.825922,880662.728909,1444.549634,4334.471680,1217.554425,18.803593,17.511967,349.515025,0.992678,559173.421702,2833.065615,3216.467039,6.505573,29.550916,844286.754466,1423.077054,3749.854492,1207.487214,20.043084,17.828589,355.479639,0.996867,460786.707551,2431.286050,1750.545579,6.508843,29.707590,682229.929411,1368.526750,3246.979980,1197.731258,20.874373,18.388143,340.742558,0.996902,264870.733197,1513.613055,3009.800886,6.516366,29.573009,742879.656025,1391.633424,3333.142090,1211.108965,20.890892,18.418529,331.833692,0.990744,306170.543170,2456319.549098,0.998909,0.001406,0.985000,-0.001091,0.001406
WASP-12b_00062_bdf.fits,0,56319.544839,2456319.544839,2456319.544260,2456319.549713,2456319.550477,1.213791,55.420751,-20.000000,100,6.509110,29.672297,20.869780,18,32,48,0.154987,0.190673,0.156439,0.213172,0.121664,0.132874,0.127795,0.099476,0.110277,0.000218,0.000267,0.000244,0.000283,0.000222,0.000230,0.000226,0.000208,0.000215,711.360331,714.198931,640.402001,754.437673,547.038855,576.709989,565.081894,477.229946,512.270462,7551276.220823,4120.179646,2401.268511,2082.017535,6.509099,29.672301,1170350.152379,1017.876020,1516.244939,4767.650391,1223.600483,3574,21.655597,18.680291,30.362231,0.993404,741249.569471,1877.297511,2196.748261,6.513394,29.660012,1209251.512972,1527.900203,4746.574219,1230.657768,21.946468,18.739491,31.701347,0.994317,775208.738528,2745.704288,1401.505246,6.506275,29.745035,1021512.234958,1477.271897,4602.834473,1223.516927,20.576872,18.287506,28.359122,0.994205,629332.682849,3797.141440,2013.827990,6.497660,29.679284,1326867.011244,1559.586431,5971.421387,1234.973798,18.970944,17.432488,45.296921,0.993211,1316929.932407,1815.821785,2304.575449,6.513898,29.648487,819065.870089,1421.425948,3698.732422,1230.239085,21.879661,18.745901,30.753101,0.994574,353413.594260,2041.881666,645.396695,6.512073,29.825874,885686.665079,1447.699715,4428.163574,1242.202296,19.102239,17.712038,20.960355,0.987748,554022.721241,2834.325323,3217.944743,6.505573,29.550910,855666.843964,1431.478257,3846.073730,1228.475648,20.472239,18.068964,31.720293,0.988507,457906.284827,2432.358079,1751.997693,6.508844,29.707573,683205.384335,1378.520188,3354.394287,1221.550006,21.557107,18.609561,30.045251,0.993913,257794.828772,1514.843941,3011.128824,6.516366,29.573002,750020.698182,1400.366057,3378.177979,1235.184993,21.666891,18.633072,13.928713,0.997911,294012.154950,2456319.550477,0.999488,0.001405,0.985000,-0.000512,0.001405
